what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1273892019255
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892026465
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892028934
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273892029486
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273892029615
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273892031657
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273892032728
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892040036
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892040159
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1273892048878
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273892070169
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1273892078949
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273892083199
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1273892183592
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273892190178
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1273892214901
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273892242702
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1273892293658
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273892306840
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.cut",1273892329712
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1273892334291
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1273892335291
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1273892353081
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273892373401
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1273892381939
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.eof",1273892392721
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273892393450
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1273892393826
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1273892407483
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892417416
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892418015
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273892420858
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1273892447767
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273892456175
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892463133
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892483236
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1273892491287
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.eof",1273892501179
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892503114
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892539576
executed,command,org.eclipse.debug.ui,3.5.2.v20091028_r352,"org.eclipse.debug.ui.commands.eof",1273892540761
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273892541429
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1273892541821
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1273892542182
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1273892542440
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1273892543367
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1273892552076
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892566552
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892581718
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273892582662
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892595806
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892610809
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892620938
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892671649
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892686448
no handler,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1273892716009
no handler,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1273892716009
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892722341
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892732559
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892733927
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892734654
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892735900
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892737013
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892863846
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1273892868319
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1273892873095
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892902184
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892902981
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892903384
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892903430
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892903825
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892923660
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1273892936929
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273892938396
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273893156266
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273893159613
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273893179596
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273893182789
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273893184427
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1273893192694
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273893195021
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273893204178
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273893204267
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273893207535
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273893207614
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273893208429
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273893273013
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1273893274562
started,bundle,org.eclipse.wst.sse.core,1.1.402.v201001251516,"org.eclipse.wst.sse.core",1273893276626
opened,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273893277397
activated,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273893277593
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273893281006
closed,editor,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.DefaultTextEditor",1273893281059
