what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273689702552
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273689706022
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273689706629
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273689706825
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1273689709634
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1273689710697
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273689713576
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273689715906
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273689717019
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273689719530
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273689784794
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273689790796
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273689918929
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.PackageExplorer",1273689925591
opened,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273689926092
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1273689926285
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273689997399
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273690026120
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273690033641
no handler,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1273690062226
no handler,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.copy",1273690062227
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273690063570
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273690064777
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273690101119
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273690114152
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273690124739
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273690133148
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1273690176410
